round,train_loss,test_loss,test_accuracy,uplink_bytes,downlink_bytes,optimizer_state_bytes
1,2.800016574561596,24.758283615112305,0.25390625,50623960,50625672,14324088
2,1.598996825516224,11.473660349845886,0.1953125,50623960,50625672,14324088
3,1.3557353056967258,4.769484907388687,0.3203125,50623960,50625672,14324088
4,1.1787039749324322,4.332353413105011,0.3203125,50623960,50625672,14324088
5,0.9422251991927624,3.7807460725307465,0.3125,50623960,50625672,14324088
