round,train_loss,test_loss,test_accuracy,uplink_protocol,uplink_bytes,uplink_trainable_bytes,uplink_complex_2bit_bytes,uplink_real_2bit_bytes,uplink_bitfl_1bit_bytes,uplink_non_trainable_bytes,downlink_bytes,optimizer_state_bytes,effective_learning_rate,best_train_loss_round,restored_best_after_round,early_stopped,round_seconds
1,1.5568283160837988,2.3093717655181885,0.1452,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,42.183210492134094
2,1.4342452697455883,2.3201445606231688,0.1197,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.549993455410004
3,1.2952522446401418,2.3276595085144045,0.1237,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.18528334796429
4,1.1698221886220077,2.328294440841675,0.1384,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.432163540273905
5,1.079782617247353,2.3200435981750487,0.1617,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.78411406837404
6,1.0002445226535202,2.2940571533203125,0.1844,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.49563652463257
7,0.9347682486598691,2.2505118057250977,0.2097,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.58852773346007
8,0.877759189081068,2.190792895126343,0.2316,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,41.414710184559226
9,0.8272844891995191,2.1137276901245117,0.2569,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,41.15185238234699
10,0.7854239548090846,2.036680200958252,0.2825,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.88105612806976
11,0.7451764115753272,1.962976375579834,0.3051,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.7959195189178
12,0.7155716241803021,1.8861251974105835,0.334,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,41.1380252558738
13,0.6860876413062215,1.8173232559204102,0.3598,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,41.65484000183642
14,0.658199093490839,1.7403738597869873,0.3913,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,41.11159447953105
15,0.6237875136857232,1.6639793706893922,0.4194,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.087100859731436
16,0.5945576414465905,1.606591296005249,0.4443,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,40.02096447721124
17,0.5717197633037964,1.5719952270507813,0.4574,bitfl_v2_stochastic_1bit_tensor_fp32_scale_configurable_hldp_topk_ef,71340,67500,0,0,67500,3840,2143120,4278640,5e-05,0,0,0,39.11373393051326
