round,train_loss,test_loss,test_accuracy,uplink_protocol,uplink_bytes,uplink_trainable_bytes,uplink_complex_2bit_bytes,uplink_real_2bit_bytes,uplink_bitfl_1bit_bytes,uplink_non_trainable_bytes,downlink_bytes,optimizer_state_bytes,effective_learning_rate,best_train_loss_round,restored_best_after_round,early_stopped,round_seconds
1,0.2500539774482604,2.202282572937012,0.2054,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,1,0,0,47.51838018372655
2,0.22648775517300238,1.8572199340820312,0.3847,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,2,0,0,47.148209143429995
3,0.15579242821744022,1.623365739440918,0.5075,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,3,0,0,48.49341559968889
4,0.13032842934990183,1.3135944042205812,0.6474,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,4,0,0,49.538602124899626
5,0.10073622035573257,1.0678245540618896,0.7628,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,5,0,0,49.21032561175525
6,0.0861264720876837,0.8764620360374451,0.7858,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,6,0,0,48.635080359876156
7,0.07255924098899415,0.7063861471176147,0.8391,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,7,0,0,49.92925353907049
8,0.06697459577873513,0.5835705149173737,0.8499,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,8,0,0,49.56306130439043
9,0.05434663237865607,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,9,0,0,49.3709383122623
10,0.05794261819939191,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,9,1,0,49.61756049096584
11,0.05809080903743506,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,9,1,0,49.19552472420037
12,0.05757126839121156,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,9,1,0,48.828164704144
13,0.05791400052723171,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,9,1,0,49.6602758448571
14,0.05745851675931892,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.0005,9,1,0,48.897513303905725
15,0.06967649955355834,0.5240749385356903,0.8566,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.0005,9,1,0,48.030162459239364
