round,train_loss,test_loss,test_accuracy,uplink_protocol,uplink_bytes,uplink_trainable_bytes,uplink_complex_2bit_bytes,uplink_real_2bit_bytes,uplink_bitfl_1bit_bytes,uplink_non_trainable_bytes,downlink_bytes,optimizer_state_bytes,effective_learning_rate,best_train_loss_round,restored_best_after_round,early_stopped,round_seconds
1,2.0255028202253227,4.538992778460185,0.25277777777777777,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,56.773739512078464
2,1.325870188720086,2.257698583602905,0.35833333333333334,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,54.33747474197298
3,1.1051403389257544,1.776404962937037,0.41388888888888886,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.193254687823355
4,0.9784785474047941,1.513747462299135,0.475,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.72559610102326
5,0.8917996261049719,1.4606545554267036,0.46111111111111114,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.74661056417972
6,0.813332728603307,1.4278591884507073,0.49444444444444446,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.625818953849375
7,0.7431598621256211,1.3657378024525113,0.5055555555555555,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.7788928989321
8,0.6686818402479676,1.3525890284114415,0.5305555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.466702373698354
9,0.5725931908716173,1.3216830068164402,0.5305555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.49569667689502
10,0.48529167999239525,1.335145488050249,0.5444444444444444,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.46699847280979
11,0.45224201547748905,1.3487538900640277,0.5361111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.2043923959136
12,0.47615838993121595,1.4045337782965766,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,55.54849105142057
13,0.3826703477431746,1.3545710192786322,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,56.66588367521763
