dataset,method,seeds,rounds,final_mean,final_std,last10_mean,last10_std,mean_best_accuracy
dronerf,fedavg_fp32,"42,123,2024",100,0.6142962962962962,0.0038802372899878006,0.6128,0.004260914332218079,0.6482962962962963
dronerf,bitfl,"42,123,2024",100,0.6255555555555556,0.02172177227913279,0.6231703703703704,0.007988166831498073,0.6511111111111111
dronerf,signsgd,"42,123,2024",100,0.4683703703703704,0.005522370020626898,0.4683555555555556,0.004933266599481945,0.4711111111111111
dronerf,w2_fp32_adam,"42,123,2024",100,0.586962962962963,0.011084907372989828,0.5834444444444444,0.014113694718280646,0.5934074074074074
dronerf,cqfl,"42,123,2024",100,0.5764444444444444,0.013821912584360822,0.5763629629629631,0.013094808864752129,0.5820740740740741
