dataset,method,seeds,rounds,final_mean,final_std,last10_mean,last10_std,mean_best_accuracy
ravdess,fedavg_fp32,"42,123,2024",50,0.6083333333333333,0.05111916200682322,0.6050925925925926,0.04955684962048409,0.6185185185185186
ravdess,bitfl,"42,123,2024",50,0.4527777777777778,0.021872244094477255,0.46898148148148144,0.032666425211167756,0.5148148148148147
ravdess,signsgd,"42,123,2024",50,0.38981481481481484,0.014756830972693723,0.39268518518518514,0.01426947685872448,0.4000000000000001
ravdess,w2_fp32_adam,"42,123,2024",50,0.5796296296296296,0.009166199015381188,0.5831481481481481,0.011746493508250412,0.6027777777777779
ravdess,cqfl,"42,123,2024",50,0.5768518518518518,0.042873470010334154,0.5851851851851851,0.02541966014888971,0.600925925925926
