round,train_loss,test_loss,test_accuracy,uplink_protocol,uplink_bytes,uplink_trainable_bytes,uplink_complex_2bit_bytes,uplink_real_2bit_bytes,uplink_bitfl_1bit_bytes,uplink_non_trainable_bytes,downlink_bytes,optimizer_state_bytes,effective_learning_rate,best_train_loss_round,restored_best_after_round,early_stopped,round_seconds
1,2.088829740005381,6.185055139329698,0.175,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,55.82061738613993
2,1.3287842904820162,2.757692994011773,0.3,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,55.736866094172
3,1.1423944147194134,1.9030782805548774,0.3972222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,54.43772974796593
4,0.9629876000039718,1.6222362677256266,0.48333333333333334,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.68717226758599
5,0.8584494134959053,1.8447865777545505,0.5055555555555555,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.68847534805536
6,0.727563693681184,1.706360607677036,0.5083333333333333,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,54.20393294747919
7,0.5570072945864761,1.6496014224158393,0.5361111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.142800111323595
8,0.4858672967290177,1.8712678697374132,0.5222222222222223,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.65265959966928
9,0.4342671637149418,1.7214741574393377,0.5027777777777778,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.766420690342784
10,0.33719957269289913,1.6177471107906765,0.525,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.483303194865584
11,0.33341025703531857,1.6677206065919665,0.55,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.99902724195272
12,0.263021172133877,1.74252077738444,0.5444444444444444,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.65671787690371
13,0.19320614110021028,1.8563209533691407,0.5361111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.00144997984171
14,0.20382208957829895,1.9125520706176757,0.5472222222222223,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,54.499235483817756
15,0.18819830632385087,1.824525409274631,0.5277777777777778,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.32142374012619
16,0.10990610280457665,1.9766706122292412,0.525,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.93245434574783
17,0.09087342155330322,1.8568686697218153,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.76296743936837
18,0.06809538879486568,1.902837708261278,0.5527777777777778,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.62891262862831
19,0.055961855098276454,1.9563401990466647,0.5527777777777778,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.892149018123746
20,0.07282614633304013,2.0574877156151667,0.5388888888888889,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.80485301837325
21,0.04669119129368268,2.0596183856328327,0.5527777777777778,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.49767107795924
22,0.04416306792785797,2.0816502571105957,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.384171078912914
23,0.030976864550372255,2.1324943357043797,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.18202828615904
24,0.026854966746588403,2.1676570230060155,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.833798482082784
25,0.0239543011326425,2.198615807957119,0.5666666666666667,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.05978857912123
26,0.019538137318758184,2.167141564687093,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.591598462313414
27,0.01537074361797696,2.19043083190918,0.5666666666666667,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.48511555045843
28,0.011791856623056126,2.2056806246439615,0.5694444444444444,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,54.217732671648264
29,0.012072806675004197,2.2237879435221353,0.5666666666666667,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.482440397143364
30,0.009434723757508704,2.18848098648919,0.5611111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,54.03500317502767
31,0.00836117509392994,2.2676682419247096,0.5583333333333333,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.512831713072956
32,0.007460845288519254,2.2963744269476996,0.5555555555555556,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.78733808826655
33,0.006400130749919781,2.3190481185913088,0.5583333333333333,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.62053573783487
34,0.008617273196732105,2.3454670906066895,0.5527777777777778,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.051660515367985
35,0.006837233277859495,2.3252088493771024,0.5638888888888889,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.62521813809872
36,0.018946128364512014,2.347117800182766,0.5666666666666667,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.42611954174936
37,0.010229602133168716,2.3117061297098798,0.5583333333333333,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.58309957012534
38,0.005863394268089905,2.3316603024800617,0.5611111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.5157970469445
39,0.004921606354079866,2.3768856631384954,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.531223114579916
40,0.004939488267101457,2.4562264972262913,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.67246459983289
41,0.00385012052485014,2.414356809192234,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.51466157659888
42,0.0029437630715512886,2.4209461053212484,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.88324248418212
43,0.0028439976441030227,2.414317348268297,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.77095111925155
44,0.0031319420475697636,2.425370544857449,0.5722222222222222,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.722912542521954
45,0.001975543488322942,2.446198749542236,0.5611111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,52.00045044813305
46,0.0027751081603021115,2.5059553994072807,0.5638888888888889,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.2657779417932
47,0.0018977296499275219,2.4773928483327228,0.5666666666666667,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.370173807255924
48,0.0018106961895896616,2.464941708246867,0.5694444444444444,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.85422297101468
49,0.001971631068205598,2.5147418393029106,0.5611111111111111,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,51.51239900384098
50,0.0018446619827527148,2.512029669019911,0.5694444444444444,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,3178468,3174884,11696,3163188,0,3584,50625672,14324088,0.0003,0,0,0,53.95578093174845
