round,train_loss,test_loss,test_accuracy,uplink_bytes,downlink_bytes,optimizer_state_bytes,round_seconds
1,0.41277827721108534,2.2820756332397463,0.1734,2143120,2143120,4278640,42.50588582921773
2,0.2665369810473445,2.250805936050415,0.1417,2143120,2143120,4278640,40.75749629735947
3,0.18201601232625159,2.1895075931549073,0.1561,2143120,2143120,4278640,40.5226736953482
4,0.13967690458860793,2.1065199398040773,0.1673,2143120,2143120,4278640,40.308109391480684
5,0.11403097875409003,1.9455459358215332,0.2883,2143120,2143120,4278640,39.443232079967856
