dataset,method,seeds,rounds,final_cumulative_uplink_bytes_mean,final_cumulative_uplink_bytes_std,uplink_compression_vs_fedavg,final_accuracy_mean,final_accuracy_std,target_accuracy,seeds_reaching_target,mean_uplink_bytes_to_target,std_uplink_bytes_to_target
dronerf,fedavg_fp32,"42,123,2024",50,134084000.0,0.0,1.0,0.6244444444444445,0.006096615805496941,,0,,
dronerf,bitfl,"42,123,2024",50,4299250.0,0.0,31.18776530790254,0.5009629629629629,0.002870788500011273,,0,,
dronerf,signsgd,"42,123,2024",50,4299250.0,0.0,31.18776530790254,0.4639259259259259,0.004903457529906779,,0,,
dronerf,w2_fp32_adam,"42,123,2024",50,134084000.0,0.0,1.0,0.5798518518518518,0.013549280069354457,,0,,
dronerf,cqfl,"42,123,2024",50,8408250.0,0.0,15.946718996223947,0.597111111111111,0.004579431560318175,,0,,
