round,train_loss,test_loss,test_accuracy,uplink_bytes,downlink_bytes,optimizer_state_bytes,round_seconds
1,2.088829740005381,7.392375458611382,0.20555555555555555,50623960,50625672,14324088,70.1075070669176
2,1.2788525653236054,2.616656748453776,0.3416666666666667,50623960,50625672,14324088,72.70474242290948
3,1.0343887718284832,1.9907020462883844,0.4527777777777778,50623960,50625672,14324088,70.44368167000357
4,0.7896748123800053,1.9486259937286377,0.46111111111111114,50623960,50625672,14324088,71.41735204507131
5,0.6527441959170734,1.8515477948718602,0.4722222222222222,50623960,50625672,14324088,70.57822028291412
6,0.5304358952185687,1.7912026511298285,0.46944444444444444,50623960,50625672,14324088,69.86029942194
7,0.44480232949204307,1.6430105633205838,0.5055555555555555,50623960,50625672,14324088,69.16542613797355
8,0.30425671772921786,1.5784797774420845,0.5111111111111111,50623960,50625672,14324088,67.71050348703284
9,0.23305402345517104,1.6538205994500055,0.5222222222222223,50623960,50625672,14324088,69.23919680400286
10,0.170302922180032,1.676702896753947,0.5416666666666666,50623960,50625672,14324088,68.96356755297165
11,0.15983360753778147,1.750376394059923,0.5583333333333333,50623960,50625672,14324088,69.68384207703639
12,0.12793961730237832,1.7383808665805394,0.5416666666666666,50623960,50625672,14324088,67.08489557995927
13,0.08661949960514903,1.7574113104078504,0.5361111111111111,50623960,50625672,14324088,70.19448706193361
14,0.07424167280688004,1.7810120052761502,0.5444444444444444,50623960,50625672,14324088,68.83345360599924
15,0.05808598605696769,1.8618111080593533,0.5333333333333333,50623960,50625672,14324088,71.11786245997064
16,0.043727930443470966,1.8657949447631836,0.5555555555555556,50623960,50625672,14324088,70.4096465120092
17,0.03798192885348245,1.7603991402520074,0.5777777777777777,50623960,50625672,14324088,71.19122561893892
18,0.02898136243867852,1.8269808292388916,0.5694444444444444,50623960,50625672,14324088,69.52389709593263
19,0.026295547236633653,1.8461370786031088,0.5722222222222222,50623960,50625672,14324088,71.1165840489557
20,0.04004091993385159,1.9869238429599339,0.5416666666666666,50623960,50625672,14324088,69.94060301489662
21,0.021617283657713628,1.9062432607014974,0.5638888888888889,50623960,50625672,14324088,67.68932815501466
22,0.017011764712686485,1.9444683498806423,0.5555555555555556,50623960,50625672,14324088,66.8348711800063
23,0.014158860537196127,2.0030662854512533,0.5555555555555556,50623960,50625672,14324088,67.12578628503252
24,0.01473510024130947,1.9866414758894178,0.5666666666666667,50623960,50625672,14324088,69.21890264796093
25,0.011265558524481842,2.0095456653171118,0.5611111111111111,50623960,50625672,14324088,68.12709396402352
26,0.009980474923983875,1.9429318957858615,0.5972222222222222,50623960,50625672,14324088,68.6652206700528
27,0.0079425712568028,1.9748126453823514,0.5722222222222222,50623960,50625672,14324088,67.2798639619723
28,0.006941710310296484,1.9870279100206163,0.5944444444444444,50623960,50625672,14324088,67.66152283607516
29,0.0074602321705349505,2.0360983053843182,0.5888888888888889,50623960,50625672,14324088,70.64015032502357
30,0.0062261942503562965,2.016845480600993,0.5861111111111111,50623960,50625672,14324088,66.87613629200496
31,0.006417473355267087,2.0357688003116183,0.5861111111111111,50623960,50625672,14324088,69.1105228139786
32,0.005323731455171262,2.040386194652981,0.5833333333333334,50623960,50625672,14324088,66.28214272693731
33,0.005047071148189442,2.0718492613898385,0.5777777777777777,50623960,50625672,14324088,68.76334313803818
34,0.007118246729078237,2.104457410176595,0.5861111111111111,50623960,50625672,14324088,66.19604401593097
35,0.00725564307803699,2.0923695352342393,0.5694444444444444,50623960,50625672,14324088,68.87507881294005
36,0.00463361479812781,2.1367394394344754,0.5805555555555556,50623960,50625672,14324088,66.1540914750658
37,0.025071586274862057,2.2420996136135525,0.5527777777777778,50623960,50625672,14324088,68.4911443310557
38,0.2519359208287343,2.664985344145033,0.4388888888888889,50623960,50625672,14324088,66.83765454101376
39,0.7746333111734951,2.3630260361565485,0.4666666666666667,50623960,50625672,14324088,69.55364595504943
40,0.30008542565081053,2.8497795316908094,0.4861111111111111,50623960,50625672,14324088,67.54835093708243
41,0.09325833194067373,2.321433517667982,0.5527777777777778,50623960,50625672,14324088,70.05108630901668
42,0.06817181085523985,2.544837506612142,0.5333333333333333,50623960,50625672,14324088,66.86095271306112
43,0.05810694077723276,2.374660951561398,0.575,50623960,50625672,14324088,68.34818503994029
44,0.0199587340321159,2.1021592458089193,0.5638888888888889,50623960,50625672,14324088,68.35153176495805
45,0.021516139728619772,2.2631964683532715,0.5388888888888889,50623960,50625672,14324088,69.33550593897235
46,0.007432347051422659,2.205262894100613,0.5666666666666667,50623960,50625672,14324088,67.07288724707905
47,0.004624843575156239,2.2074303309122723,0.5694444444444444,50623960,50625672,14324088,67.36771243903786
48,0.0038025412177375983,2.1904394573635524,0.5583333333333333,50623960,50625672,14324088,67.32740881899372
49,0.004296731410517275,2.2123268657260473,0.5638888888888889,50623960,50625672,14324088,67.65421138203237
50,0.0037941989280892924,2.234504508972168,0.5666666666666667,50623960,50625672,14324088,69.22316135105211
