round,train_loss,test_loss,test_accuracy,uplink_protocol,uplink_bytes,uplink_trainable_bytes,uplink_complex_2bit_bytes,uplink_real_2bit_bytes,uplink_bitfl_1bit_bytes,uplink_non_trainable_bytes,downlink_bytes,optimizer_state_bytes,effective_learning_rate,best_train_loss_round,restored_best_after_round,early_stopped,round_seconds
1,0.2500539774482604,2.202282572937012,0.2054,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.23643389903009
2,0.22648775517300238,1.9097335639953614,0.3588,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.829434948042035
3,0.1647453135403339,1.6959071203231812,0.4809,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.628360910341144
4,0.13739247341497202,1.4702353561401367,0.5823,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.13453567400575
5,0.11572014450863814,1.2493237716674805,0.6748,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.99508632905781
6,0.10092445835428712,1.048072778892517,0.7361,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.94100629538298
7,0.0890124996401634,0.8803684610366821,0.7802,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.582963613793254
8,0.08087589422818078,0.7286943229675293,0.818,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.46877397224307
9,0.06922333779199713,0.6289596976280213,0.8346,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.13561770506203
10,0.06469867196171132,0.5471264677047729,0.8528,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.25763398222625
11,0.0584708989583684,0.48932732162475584,0.8622,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.19756034202874
12,0.05424663905398195,0.439830549621582,0.8748,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.09435550682247
13,0.050955179325274005,0.4039771301746368,0.883,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.61032191477716
14,0.047172345140582675,0.3808353410959244,0.8862,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.67451797425747
15,0.043981551720564005,0.36102301771640777,0.8931,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.16002441756427
16,0.041952550221609874,0.3319270480155945,0.9016,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,45.74859458953142
17,0.03899270050559001,0.33282499701976775,0.8998,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.73723826557398
18,0.03836530923316937,0.2928810314893723,0.9143,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.25274890102446
19,0.03559841048403693,0.3015273377537727,0.9106,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.82226041145623
20,0.033509503689894395,0.26494647846221925,0.9221,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.52728424221277
21,0.032229227208707315,0.2754549524188042,0.9181,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.83946187607944
22,0.031364675767849806,0.25974605205059054,0.9209,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.901686968281865
23,0.030183329968154267,0.245343514919281,0.9276,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.308905778452754
24,0.028345773557415067,0.23721252332925796,0.9287,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.723872831091285
25,0.026944200187434337,0.24686187399625778,0.9228,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.97112549468875
26,0.02721721325876464,0.2300145134449005,0.932,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.53671946004033
27,0.025328373516898255,0.22770691615343094,0.9301,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.08178756572306
28,0.023673033991174937,0.21770866706371308,0.9344,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.64254071936011
29,0.02419626885935221,0.2151412167906761,0.9345,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.47807309962809
30,0.02355124654667596,0.20650194076299666,0.9374,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.93730969540775
31,0.02264751911324936,0.20920503844618799,0.9341,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.29697773605585
32,0.021914049423958203,0.19893450751304625,0.9392,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.42791739664972
33,0.021152205457074538,0.19503335293531418,0.94,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.66305573657155
34,0.0198757834847072,0.19873454673290253,0.9388,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.4623844102025
35,0.019534076196157456,0.19603693494796753,0.9385,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.9345624782145
36,0.020164458023308875,0.18896316446065903,0.9415,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.90445067174733
37,0.018277301328983718,0.19022716198563575,0.9411,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.02643460407853
38,0.018413273685847765,0.178715163230896,0.9444,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.336855709552765
39,0.017693839780512612,0.18446019033789635,0.942,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.88825404457748
40,0.01726886853459888,0.1796193453013897,0.943,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,50.11208174563944
41,0.01671398231223217,0.17479302868843077,0.945,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.31167194619775
42,0.01749949677149326,0.1797468545436859,0.9426,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.34332321211696
43,0.016030301859411605,0.17109872080087662,0.9469,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,49.952178455889225
44,0.015745645434431313,0.17147099343538286,0.9463,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.86032178811729
45,0.017182819323054113,0.17259088311195372,0.9455,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.35812135413289
46,0.014575143062916612,0.16347576540112496,0.9485,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.35822886414826
47,0.014177141034190535,0.1683833965063095,0.9464,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.15373841114342
48,0.01492132654623314,0.16797892475128173,0.9451,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,48.45777246542275
49,0.013814394765601418,0.1681512367784977,0.9462,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,47.19396264106035
50,0.01326302440866935,0.16868006397783755,0.9438,cqfl_uplink_v3_deterministic_phase_tensor_fp32_scale,135070,131230,3280,127950,0,3840,2048260,598540,0.001,0,0,0,46.793743999674916
