round,train_loss,test_loss,test_accuracy,uplink_bytes,downlink_bytes,optimizer_state_bytes,round_seconds
1,0.4631516557681607,2.246351303863525,0.2202,2143120,2048260,4278640,51.90258473344147
2,0.3487380354218961,1.951925581741333,0.3222,2143120,2048260,4278640,50.992037993855774
