round,train_loss,test_loss,test_accuracy,uplink_bytes,downlink_bytes,optimizer_state_bytes,round_seconds
1,2.4121888227322525,2.066273021697998,0.15555555555555556,1596946,50985024,0,9.65142921404913
2,2.071812124813304,2.0535165945688885,0.19444444444444445,1596946,50985024,0,9.334130557021126
3,1.90717909265967,2.037789562013414,0.20277777777777778,1596946,50985024,0,9.222722808946855
4,1.7810998716775108,2.018818993038601,0.2111111111111111,1596946,50985024,0,9.326996996998787
5,1.7126913929686827,1.9971673435635038,0.21666666666666667,1596946,50985024,0,9.500324758002535
6,1.647534011041417,1.9730236265394423,0.24444444444444444,1596946,50985024,0,9.344090575934388
7,1.5991743803024292,1.9491838137308757,0.2638888888888889,1596946,50985024,0,9.518320380011573
8,1.5481783747673035,1.924676251411438,0.2916666666666667,1596946,50985024,0,9.569956133025698
9,1.5126458494102253,1.9014692465464273,0.30277777777777776,1596946,50985024,0,9.061431506997906
10,1.4815774034051334,1.8792276594373916,0.30833333333333335,1596946,50985024,0,9.323872537002899
11,1.436277408810223,1.860519372092353,0.3194444444444444,1596946,50985024,0,9.172006961074658
12,1.4169847526971031,1.8450145244598388,0.3194444444444444,1596946,50985024,0,8.991902424022555
13,1.3813837486154892,1.8293816645940144,0.3194444444444444,1596946,50985024,0,9.776068874984048
14,1.355123402441249,1.8152753591537476,0.3333333333333333,1596946,50985024,0,10.241487126913853
15,1.3256008589968962,1.8040771537356906,0.325,1596946,50985024,0,9.880198535975069
16,1.3059834820382736,1.7943522850672404,0.3194444444444444,1596946,50985024,0,10.355198467965238
17,1.277106102775125,1.7810613738165961,0.31666666666666665,1596946,50985024,0,9.633163562044501
18,1.267204258371802,1.7683592054578994,0.32222222222222224,1596946,50985024,0,9.5860778959468
19,1.2295116554288303,1.7609666347503663,0.33611111111111114,1596946,50985024,0,9.57519431388937
20,1.2145317319561455,1.7522979656855264,0.3333333333333333,1596946,50985024,0,9.70282030699309
21,1.1961977946407654,1.747978671391805,0.33611111111111114,1596946,50985024,0,9.578241150942631
22,1.1813677996397018,1.740518405702379,0.3416666666666667,1596946,50985024,0,9.241211771033704
23,1.1505246644510942,1.7390005270640054,0.3388888888888889,1596946,50985024,0,9.400270421989262
24,1.1389082924408072,1.7334234767489962,0.35,1596946,50985024,0,9.49538720108103
25,1.1273014370132894,1.7295995977189806,0.3527777777777778,1596946,50985024,0,9.3409755009925
26,1.1075797948767157,1.7294388506147595,0.3472222222222222,1596946,50985024,0,9.310567141976207
27,1.0849557746859158,1.7283597813712226,0.34444444444444444,1596946,50985024,0,9.34885473002214
28,1.074746730573037,1.7232841067843967,0.3472222222222222,1596946,50985024,0,9.69644097192213
29,1.0561101629453546,1.7182516627841526,0.3472222222222222,1596946,50985024,0,9.355774616007693
30,1.0328845206428978,1.7147806459003025,0.3527777777777778,1596946,50985024,0,9.441871386021376
31,1.0239039782215567,1.712820503446791,0.35833333333333334,1596946,50985024,0,9.742560015060008
32,1.0094811925116707,1.7144803576999241,0.35,1596946,50985024,0,9.447243525995873
33,1.0013901915620356,1.7151393148634169,0.35,1596946,50985024,0,9.41745175793767
34,0.9844487344517427,1.7120688120524088,0.3527777777777778,1596946,50985024,0,9.780986814992502
35,0.9682134381111931,1.7093836492962307,0.35,1596946,50985024,0,9.045819497085176
36,0.9453577995300293,1.7039493878682455,0.3527777777777778,1596946,50985024,0,9.304927368997596
37,0.9289257465039983,1.6996331638760036,0.36666666666666664,1596946,50985024,0,9.102351009962149
38,0.927660841275664,1.7002776198916965,0.375,1596946,50985024,0,8.908926879055798
39,0.9053403191706713,1.6985117647382948,0.375,1596946,50985024,0,9.245176322059706
40,0.9030055990990471,1.6953294277191162,0.37222222222222223,1596946,50985024,0,9.179439338040538
41,0.876221337739159,1.6890924586190117,0.37222222222222223,1596946,50985024,0,8.959528038976714
42,0.8746931105852127,1.686826597319709,0.37222222222222223,1596946,50985024,0,9.446395230013877
43,0.8607189576415455,1.6854101286994085,0.375,1596946,50985024,0,9.029928443022072
44,0.846189071150387,1.6817097425460816,0.37222222222222223,1596946,50985024,0,9.27859952300787
45,0.8323487902388853,1.6804057174258762,0.37222222222222223,1596946,50985024,0,9.280366698978469
46,0.8265060808728724,1.6751290718714396,0.36666666666666664,1596946,50985024,0,9.03489491797518
47,0.8046785974327255,1.6744606759813097,0.375,1596946,50985024,0,9.367030600085855
48,0.8010969122543055,1.671613954173194,0.38333333333333336,1596946,50985024,0,9.36513426702004
49,0.7918263621190015,1.67015989224116,0.38055555555555554,1596946,50985024,0,8.87612995901145
50,0.7780129742972992,1.6668902079264323,0.37222222222222223,1596946,50985024,0,9.890378757030703
