dataset,method,seeds,rounds,final_mean,final_std,last10_mean,last10_std,mean_best_accuracy
mnist,fedavg_fp32,"42,123,2024",50,0.9629,0.001283225103661341,0.9507500000000002,0.006287596255061762,0.9629
mnist,bitfl,"42,123,2024",50,0.8088333333333333,0.01781615995537632,0.7947533333333333,0.016983451422553107,0.8100999999999999
mnist,signsgd,"42,123,2024",50,0.7135666666666666,0.016049991346484358,0.6982766666666667,0.016889336543774867,0.7135666666666666
mnist,w2_fp32_adam,"42,123,2024",50,0.9122333333333333,0.020139899591496372,0.8749566666666668,0.01439406436309387,0.9184
mnist,cqfl,"42,123,2024",50,0.9346,0.006505894762956633,0.9366333333333333,0.00817338091340145,0.9420000000000001
